Word, suny_c, gutenberg_c, suny_ws, gutenberg_ws, total
|ought|, |2|, |2|, |2|, |2|, |8|
|stick.|, |0|, |0|, |1|, |0|, |1|
|pocket."|, |0|, |0|, |1|, |1|, |2|
|"They|, |0|, |0|, |4|, |4|, |8|
|tour.|, |0|, |0|, |1|, |1|, |2|
|same."|, |0|, |0|, |1|, |1|, |2|
|amount|, |2|, |2|, |1|, |0|, |5|
|Monsieur.|, |0|, |0|, |1|, |0|, |1|
|Every|, |3|, |3|, |1|, |1|, |8|
|monsieur|, |5|, |2|, |1|, |0|, |8|
|spick|, |2|, |1|, |2|, |1|, |6|
|abjure|, |1|, |0|, |1|, |0|, |2|
|flush|, |1|, |1|, |1|, |1|, |4|
|voracious|, |1|, |0|, |1|, |0|, |2|
|interjecting|, |1|, |0|, |0|, |0|, |1|
|message|, |1|, |0|, |1|, |0|, |2|
|parlance|, |1|, |1|, |0|, |0|, |2|
|282|, |1|, |0|, |0|, |0|, |1|
|over|, |17|, |9|, |15|, |8|, |49|
|conversazione|, |0|, |1|, |0|, |1|, |2|
|gratifying,"|, |0|, |0|, |0|, |1|, |1|
|polite|, |3|, |3|, |0|, |0|, |6|
|grass-plot|, |1|, |1|, |1|, |0|, |3|
|money|, |14|, |15|, |0|, |2|, |31|
|straw|, |3|, |3|, |3|, |3|, |12|
|feet|, |5|, |4|, |3|, |2|, |14|
|hand.|, |0|, |0|, |2|, |1|, |3|
|wore|, |4|, |4|, |4|, |4|, |16|
|salutation,|, |0|, |0|, |1|, |1|, |2|
|wonderfully|, |1|, |0|, |1|, |0|, |2|
|white,|, |0|, |0|, |1|, |1|, |2|
|fortress.|, |0|, |0|, |1|, |1|, |2|
|naturally,|, |0|, |0|, |1|, |0|, |1|
|vivid|, |2|, |2|, |2|, |2|, |8|
|pictures|, |3|, |3|, |2|, |1|, |9|
|breath|, |2|, |0|, |2|, |0|, |4|
|smoothly,|, |0|, |0|, |0|, |1|, |1|
|Certainly|, |1|, |1|, |0|, |0|, |2|
|dollar|, |1|, |0|, |1|, |0|, |2|
|father.|, |0|, |0|, |0|, |1|, |1|
|countries|, |1|, |1|, |0|, |0|, |2|
|ready|, |1|, |0|, |1|, |0|, |2|
|(303)|, |0|, |0|, |1|, |0|, |1|
|detestably|, |1|, |0|, |1|, |0|, |2|
|Provence|, |0|, |2|, |0|, |0|, |2|
|order|, |2|, |2|, |1|, |1|, |6|
|interrupt|, |1|, |1|, |1|, |0|, |3|
|attached|, |1|, |0|, |1|, |0|, |2|
|intimate|, |1|, |0|, |0|, |0|, |1|
|interfere|, |1|, |1|, |0|, |0|, |2|
|nobody,|, |0|, |0|, |1|, |0|, |1|
|wearily.|, |0|, |0|, |0|, |1|, |1|
|remarkable|, |2|, |0|, |2|, |0|, |4|
|haughtiness|, |1|, |0|, |1|, |0|, |2|
|visitor|, |3|, |3|, |2|, |2|, |10|
|pretending|, |1|, |0|, |1|, |0|, |2|
|sortes_--and|, |0|, |0|, |1|, |0|, |1|
|quarter|, |2|, |1|, |2|, |1|, |6|
|tenderly|, |1|, |1|, |0|, |0|, |2|
|smiling,|, |0|, |0|, |2|, |1|, |3|
|Please|, |2|, |2|, |0|, |0|, |4|
|tightly|, |1|, |1|, |1|, |1|, |4|
|ears|, |1|, |1|, |1|, |1|, |4|
|caliph|, |0|, |1|, |0|, |0|, |1|
|"Please|, |0|, |0|, |1|, |1|, |2|
|right|, |12|, |3|, |9|, |2|, |26|
|indelicate|, |0|, |1|, |0|, |0|, |1|
|courtesy.|, |0|, |0|, |1|, |0|, |1|
|last|, |15|, |10|, |12|, |6|, |43|
|experience|, |6|, |5|, |2|, |2|, |15|
|reverses--with|, |0|, |0|, |1|, |0|, |1|
|appearing|, |1|, |0|, |1|, |0|, |2|
|books|, |1|, |1|, |1|, |1|, |4|
|"_Pardon,|, |0|, |0|, |1|, |0|, |1|
|stifle.|, |0|, |0|, |1|, |0|, |1|
|arrives|, |0|, |1|, |0|, |0|, |1|
|treatment|, |0|, |1|, |0|, |1|, |2|
|foreign|, |6|, |6|, |6|, |6|, |24|
|instant|, |5|, |5|, |2|, |1|, |13|
|closed|, |2|, |3|, |2|, |2|, |9|
|himself."|, |0|, |0|, |1|, |1|, |2|
|CAN--in|, |0|, |0|, |1|, |0|, |1|
|(311)|, |0|, |0|, |1|, |0|, |1|
|French,"|, |0|, |0|, |2|, |2|, |4|
|off|, |14|, |6|, |11|, |4|, |35|
|thereupon|, |1|, |0|, |1|, |0|, |2|
|stop|, |1|, |0|, |1|, |0|, |2|
|become|, |1|, |1|, |1|, |1|, |4|
|moment.|, |0|, |0|, |1|, |2|, |3|
|sidewalk|, |1|, |0|, |0|, |0|, |1|
|listening|, |2|, |2|, |1|, |1|, |6|
|mistaken|, |1|, |1|, |1|, |0|, |3|
|developed|, |2|, |0|, |1|, |0|, |3|
|leave.|, |0|, |0|, |1|, |1|, |2|
|Puritanism,|, |0|, |0|, |0|, |1|, |1|
|sufferings|, |1|, |1|, |1|, |1|, |4|
|something|, |13|, |14|, |13|, |14|, |54|
|novel--it|, |0|, |0|, |1|, |0|, |1|
|gaped|, |1|, |0|, |1|, |0|, |2|
|brilliant|, |0|, |1|, |0|, |1|, |2|
|Normande."|, |0|, |0|, |1|, |1|, |2|
|followed|, |4|, |4|, |4|, |4|, |16|
|preparation|, |1|, |0|, |1|, |0|, |2|
|inquiringly,|, |0|, |0|, |0|, |1|, |1|
|there."|, |0|, |0|, |2|, |1|, |3|
|silence--I|, |0|, |0|, |1|, |0|, |1|
|but|, |65|, |38|, |60|, |36|, |199|
|formal|, |1|, |1|, |1|, |1|, |4|
|drawing:|, |0|, |0|, |1|, |1|, |2|
|yard.|, |0|, |0|, |1|, |1|, |2|
|visible|, |1|, |0|, |1|, |0|, |2|
|sharp|, |1|, |0|, |1|, |0|, |2|
|strictly|, |1|, |0|, |1|, |0|, |2|
|"ruche"|, |0|, |0|, |1|, |0|, |1|
|awhile,|, |0|, |0|, |0|, |1|, |1|
|common|, |1|, |0|, |0|, |0|, |1|
|Really|, |1|, |1|, |0|, |0|, |2|
|shutter|, |1|, |0|, |0|, |0|, |1|
|it,|, |0|, |0|, |6|, |5|, |11|
|helpless|, |1|, |2|, |1|, |2|, |6|
|In|, |6|, |4|, |2|, |1|, |13|
|sympathy,"|, |0|, |0|, |0|, |1|, |1|
|"Je|, |0|, |0|, |1|, |0|, |1|
|pleasure|, |4|, |4|, |3|, |3|, |14|
|hundreds|, |1|, |0|, |1|, |0|, |2|
|nevertheless|, |3|, |2|, |3|, |1|, |9|
|Beside|, |1|, |1|, |1|, |1|, |4|
|plausibility|, |1|, |0|, |0|, |0|, |1|
|cashmere|, |1|, |1|, |1|, |1|, |4|
|_Chere|, |1|, |1|, |1|, |0|, |3|
|dress!|, |0|, |0|, |1|, |1|, |2|
|apparently|, |4|, |3|, |4|, |2|, |13|
|eye,"|, |0|, |0|, |1|, |1|, |2|
|accomplished|, |1|, |0|, |1|, |0|, |2|
|hasn't,|, |0|, |0|, |1|, |0|, |1|
|changed|, |1|, |1|, |0|, |0|, |2|
|spells|, |1|, |0|, |1|, |0|, |2|
|dressing-gown.|, |0|, |0|, |0|, |1|, |1|
|to.|, |0|, |0|, |3|, |1|, |4|
|travel|, |2|, |2|, |1|, |2|, |7|
|grey|, |2|, |0|, |2|, |0|, |4|
|terrace|, |1|, |0|, |1|, |0|, |2|
|joy|, |1|, |0|, |1|, |0|, |2|
|displayed|, |1|, |0|, |1|, |0|, |2|
|shrug|, |2|, |1|, |1|, |0|, |4|
|piece|, |2|, |2|, |2|, |2|, |8|
|season.|, |0|, |0|, |1|, |1|, |2|
|of."|, |0|, |0|, |0|, |1|, |1|
|headshake--as|, |0|, |0|, |1|, |0|, |1|
|Can|, |0|, |1|, |0|, |0|, |1|
|this.|, |0|, |0|, |2|, |1|, |3|
|interest.|, |0|, |0|, |1|, |0|, |1|
|won't|, |0|, |0|, |4|, |2|, |6|
|reflexion|, |1|, |0|, |1|, |0|, |2|
|273|, |1|, |0|, |0|, |0|, |1|
|honour|, |3|, |0|, |2|, |0|, |5|
|n't|, |97|, |42|, |0|, |7|, |146|
|deliberate|, |1|, |1|, |1|, |1|, |4|
|Castle|, |2|, |1|, |2|, |1|, |6|
|jaws|, |1|, |1|, |1|, |1|, |4|
|cousin|, |20|, |29|, |13|, |19|, |81|
|up.|, |0|, |0|, |1|, |2|, |3|
|all--well,|, |0|, |0|, |1|, |0|, |1|
|flinched--I|, |0|, |0|, |1|, |0|, |1|
|hair-dresser|, |1|, |1|, |1|, |0|, |3|
|bit.|, |0|, |0|, |1|, |0|, |1|
|deeply-dimpled|, |1|, |0|, |1|, |0|, |2|
|isolation|, |2|, |2|, |1|, |1|, |6|
|arms|, |0|, |1|, |0|, |1|, |2|
|things|, |13|, |9|, |7|, |6|, |35|
|buggy|, |1|, |0|, |0|, |0|, |1|
|candour,|, |0|, |0|, |1|, |0|, |1|
|picture."|, |0|, |0|, |1|, |1|, |2|
|changed.|, |0|, |0|, |0|, |1|, |1|
|urbanity|, |1|, |1|, |0|, |0|, |2|
|isolation.|, |0|, |0|, |1|, |1|, |2|
|276|, |1|, |0|, |0|, |0|, |1|
|Florence|, |1|, |1|, |0|, |0|, |2|
|Fine|, |1|, |0|, |1|, |0|, |2|
|unceremoniously|, |1|, |1|, |0|, |0|, |2|
|poetry|, |1|, |1|, |0|, |0|, |2|
|stricken|, |1|, |0|, |1|, |0|, |2|
|bright-colored|, |0|, |2|, |0|, |1|, |3|
|shy,"|, |0|, |0|, |1|, |1|, |2|
|presumption,|, |0|, |0|, |1|, |0|, |1|
|street--the|, |0|, |0|, |1|, |0|, |1|
|more,|, |0|, |0|, |1|, |2|, |3|
|crossed|, |2|, |1|, |2|, |1|, |6|
|ten|, |6|, |7|, |6|, |7|, |26|
|mantelshelf|, |0|, |1|, |0|, |0|, |1|
|night|, |6|, |6|, |2|, |2|, |16|
|Whatever|, |1|, |0|, |1|, |0|, |2|
|tenderly.|, |0|, |0|, |1|, |1|, |2|
|Has|, |2|, |2|, |0|, |0|, |4|
|different|, |2|, |1|, |0|, |0|, |3|
|adored|, |1|, |0|, |1|, |0|, |2|
|measure,|, |0|, |0|, |1|, |0|, |1|
|compassion,|, |0|, |0|, |0|, |1|, |1|
|difficulty.|, |0|, |0|, |1|, |1|, |2|
|don't|, |0|, |0|, |22|, |17|, |39|
|possible|, |2|, |2|, |2|, |1|, |7|
|particular--I|, |0|, |0|, |1|, |0|, |1|
|apartment|, |1|, |1|, |1|, |1|, |4|
|Come|, |2|, |3|, |0|, |0|, |5|
|309|, |1|, |0|, |0|, |0|, |1|
|inspired|, |1|, |0|, |1|, |0|, |2|
|"are|, |0|, |0|, |1|, |0|, |1|
|meant|, |2|, |2|, |2|, |2|, |8|
|shabbiest|, |1|, |0|, |1|, |0|, |2|
|almost|, |9|, |6|, |8|, |6|, |29|
|added:|, |0|, |0|, |1|, |0|, |1|
|"As|, |0|, |0|, |1|, |1|, |2|
|example,|, |0|, |0|, |1|, |2|, |3|
|Norman|, |1|, |2|, |1|, |1|, |5|
|'clock|, |0|, |1|, |0|, |0|, |1|
|success|, |1|, |0|, |1|, |0|, |2|
|leer.|, |0|, |0|, |1|, |1|, |2|
|fall,|, |0|, |0|, |0|, |1|, |1|
|wondering,|, |0|, |0|, |1|, |1|, |2|
|life.|, |0|, |0|, |1|, |0|, |1|
|sailors|, |1|, |0|, |1|, |0|, |2|
|waiter|, |1|, |1|, |0|, |0|, |2|
|III|, |1|, |1|, |1|, |0|, |3|
|fence|, |1|, |1|, |1|, |1|, |4|
|coarse|, |1|, |1|, |0|, |0|, |2|
|frankly|, |1|, |0|, |1|, |0|, |2|
|entertaining|, |0|, |2|, |0|, |0|, |2|
|smile,|, |0|, |0|, |1|, |1|, |2|
|flirting--I'll|, |0|, |0|, |1|, |0|, |1|
|hotel--such|, |0|, |0|, |1|, |0|, |1|
|stopped,|, |0|, |0|, |0|, |1|, |1|
|Boulevard!"|, |0|, |0|, |1|, |0|, |1|
|is"--and|, |0|, |0|, |1|, |0|, |1|
|murmured.|, |0|, |0|, |0|, |1|, |1|
|could|, |35|, |13|, |22|, |12|, |82|
|stopped|, |3|, |3|, |1|, |1|, |8|
|night.|, |0|, |0|, |1|, |1|, |2|
|through.|, |0|, |0|, |1|, |0|, |1|
|exertions,|, |0|, |0|, |1|, |0|, |1|
|groan|, |0|, |1|, |0|, |0|, |1|
|dozen|, |1|, |1|, |1|, |1|, |4|
|phrasing.|, |0|, |0|, |1|, |0|, |1|
|'re|, |18|, |0|, |0|, |0|, |18|
|relation|, |2|, |1|, |2|, |1|, |6|
|charmingly,|, |0|, |0|, |1|, |1|, |2|
|silent|, |0|, |1|, |0|, |1|, |2|
|wrote,|, |0|, |0|, |1|, |1|, |2|
|moderate|, |1|, |1|, |1|, |1|, |4|
|queer|, |3|, |3|, |3|, |2|, |11|
|beneath|, |1|, |1|, |1|, |1|, |4|
|is.|, |0|, |0|, |1|, |0|, |1|
|friend--upon|, |0|, |0|, |1|, |0|, |1|
|prove|, |1|, |1|, |1|, |1|, |4|
|prettiness|, |1|, |0|, |1|, |0|, |2|
|phrasing|, |1|, |0|, |0|, |0|, |1|
|Fair|, |0|, |1|, |0|, |1|, |2|
|also,|, |0|, |0|, |1|, |0|, |1|
|stared;|, |0|, |0|, |0|, |1|, |1|
|add|, |1|, |0|, |0|, |0|, |1|
|horrid|, |1|, |0|, |1|, |0|, |2|
|bravely|, |2|, |0|, |2|, |0|, |4|
|"Two|, |0|, |0|, |1|, |2|, |3|
|savings|, |1|, |1|, |1|, |1|, |4|
|shoulders|, |2|, |0|, |2|, |0|, |4|
|chose|, |1|, |0|, |0|, |0|, |1|
|"since|, |0|, |0|, |1|, |0|, |1|
|"race."|, |0|, |0|, |1|, |0|, |1|
|creeper|, |1|, |1|, |0|, |0|, |2|
|as|, |106|, |48|, |97|, |46|, |297|
|Haven't|, |0|, |0|, |1|, |0|, |1|
|Everything's|, |0|, |0|, |2|, |0|, |2|
|dis-Byronized.|, |0|, |0|, |0|, |1|, |1|
|forth|, |1|, |0|, |1|, |0|, |2|
|credit.|, |0|, |0|, |1|, |1|, |2|
|favour.|, |0|, |0|, |1|, |0|, |1|
|gravity;|, |0|, |0|, |1|, |0|, |1|
|yearning,|, |0|, |0|, |1|, |0|, |1|
|embroidery,|, |0|, |0|, |1|, |2|, |3|
|smiled--"I|, |0|, |0|, |1|, |0|, |1|
|am,|, |0|, |0|, |1|, |0|, |1|
|"Europe,|, |0|, |0|, |1|, |1|, |2|
|Lake|, |1|, |1|, |1|, |1|, |4|
|outrage.|, |0|, |0|, |1|, |0|, |1|
|go|, |19|, |22|, |13|, |16|, |70|
|sensible|, |1|, |1|, |1|, |1|, |4|
|brought|, |3|, |4|, |3|, |4|, |14|
|better|, |5|, |3|, |5|, |3|, |16|
|she|, |189|, |179|, |178|, |178|, |724|
|dignity--much|, |0|, |0|, |1|, |0|, |1|
|embarrassed.|, |0|, |0|, |1|, |1|, |2|
|cela|, |1|, |1|, |1|, |1|, |4|
|coloured|, |2|, |0|, |2|, |0|, |4|
|commented.|, |0|, |0|, |1|, |0|, |1|
|man?"|, |0|, |0|, |2|, |1|, |3|
|Have|, |4|, |4|, |0|, |1|, |9|
|sighed.|, |0|, |0|, |1|, |0|, |1|
|noblesse|, |1|, |0|, |0|, |0|, |1|
|favor.|, |0|, |0|, |0|, |1|, |1|
|manger_.|, |0|, |0|, |0|, |1|, |1|
|Havre,--I|, |0|, |0|, |0|, |1|, |1|
|character|, |2|, |0|, |1|, |0|, |3|
|pretty.|, |0|, |0|, |0|, |1|, |1|
|promptest|, |0|, |1|, |0|, |1|, |2|
|hero,|, |0|, |0|, |0|, |1|, |1|
|droop|, |1|, |1|, |1|, |1|, |4|
|appetite,|, |0|, |0|, |1|, |0|, |1|
|person,|, |0|, |0|, |0|, |2|, |2|
|IS|, |4|, |0|, |3|, |0|, |7|
|type.|, |0|, |0|, |0|, |1|, |1|
|thought,|, |0|, |0|, |1|, |0|, |1|
|they're|, |0|, |0|, |1|, |0|, |1|
|_Vous|, |1|, |0|, |0|, |0|, |1|
|"Waited|, |0|, |0|, |1|, |1|, |2|
|languages?"|, |0|, |0|, |1|, |1|, |2|
|suppose)|, |0|, |0|, |1|, |1|, |2|
|burden|, |1|, |1|, |1|, |1|, |4|
|personally|, |1|, |0|, |1|, |0|, |2|
|Spencer.|, |0|, |0|, |5|, |13|, |18|
|who,|, |0|, |0|, |2|, |1|, |3|
|"Can|, |0|, |0|, |0|, |1|, |1|
|parlor,|, |0|, |0|, |0|, |1|, |1|
|which|, |43|, |27|, |38|, |24|, |132|
|soberly|, |0|, |1|, |0|, |0|, |1|
|secretly?"|, |0|, |0|, |1|, |1|, |2|
|solemnly|, |1|, |1|, |1|, |0|, |3|
|money;|, |0|, |0|, |0|, |1|, |1|
|thoughtfully|, |1|, |1|, |0|, |0|, |2|
|if|, |46|, |26|, |41|, |21|, |134|
|sympathy|, |1|, |1|, |0|, |0|, |2|
|before.|, |0|, |0|, |3|, |6|, |9|
|same.|, |0|, |0|, |1|, |1|, |2|
|now--I|, |0|, |0|, |1|, |0|, |1|
|"and|, |0|, |0|, |2|, |0|, |2|
|dusk|, |2|, |2|, |1|, |1|, |6|
|boldness.|, |0|, |0|, |1|, |0|, |1|
|absinthe|, |1|, |1|, |0|, |0|, |2|
|countess|, |0|, |5|, |0|, |1|, |6|
|city|, |2|, |2|, |2|, |2|, |8|
|pupils|, |2|, |2|, |1|, |1|, |6|
|opposite|, |2|, |2|, |1|, |2|, |7|
|splendid.|, |0|, |0|, |1|, |0|, |1|
|silk|, |1|, |1|, |1|, |1|, |4|
|Saint|, |1|, |0|, |1|, |0|, |2|
|perversity|, |1|, |0|, |0|, |0|, |1|
|France?"|, |0|, |0|, |1|, |0|, |1|
|quays,|, |0|, |0|, |0|, |1|, |1|
|Grimwinter,|, |0|, |0|, |0|, |1|, |1|
|recognised|, |3|, |0|, |3|, |0|, |6|
|short|, |1|, |2|, |0|, |1|, |4|
|them.|, |0|, |0|, |5|, |2|, |7|
|person?"|, |0|, |0|, |1|, |0|, |1|
|interval|, |1|, |1|, |1|, |1|, |4|
|groaned|, |1|, |0|, |0|, |0|, |1|
|throbbing|, |1|, |0|, |0|, |0|, |1|
|observed.|, |0|, |0|, |0|, |1|, |1|
|observed|, |4|, |5|, |2|, |3|, |14|
|discovered|, |0|, |1|, |0|, |1|, |2|
|(307)|, |0|, |0|, |1|, |0|, |1|
|II|, |1|, |1|, |1|, |0|, |3|
|amazing!--"but|, |0|, |0|, |1|, |0|, |1|
|conceived|, |1|, |0|, |0|, |0|, |1|
|longer.|, |0|, |0|, |0|, |2|, |2|
|dis-Byronised|, |1|, |0|, |0|, |0|, |1|
|marriage,|, |0|, |0|, |0|, |1|, |1|
|_auberge_|, |1|, |0|, |1|, |0|, |2|
|claim|, |2|, |0|, |1|, |0|, |3|
|dinner|, |2|, |2|, |0|, |0|, |4|
|FEEL,|, |0|, |0|, |1|, |0|, |1|
|motioned|, |1|, |1|, |1|, |1|, |4|
|à|, |0|, |2|, |0|, |2|, |4|
|caught,|, |0|, |0|, |1|, |0|, |1|
|somehow,|, |0|, |0|, |0|, |1|, |1|
|"Asking|, |0|, |0|, |2|, |2|, |4|
|grande|, |1|, |0|, |0|, |0|, |1|
|pupil;|, |0|, |0|, |1|, |0|, |1|
|light|, |1|, |0|, |1|, |0|, |2|
|agreed|, |0|, |1|, |0|, |1|, |2|
|vaguely|, |1|, |2|, |0|, |2|, |5|
|interruption|, |0|, |1|, |0|, |0|, |1|
|strange;|, |0|, |0|, |0|, |1|, |1|
|Geneva|, |1|, |1|, |0|, |0|, |2|
|train|, |4|, |4|, |3|, |1|, |12|
|310|, |1|, |0|, |0|, |0|, |1|
|retire,|, |0|, |0|, |1|, |0|, |1|
|columnar|, |1|, |0|, |1|, |0|, |2|
|wineglass|, |0|, |1|, |0|, |1|, |2|
|"you'll|, |0|, |0|, |1|, |0|, |1|
|answered,|, |0|, |0|, |1|, |6|, |7|
|and--I|, |0|, |0|, |1|, |1|, |2|
|ends,|, |0|, |0|, |0|, |1|, |1|
|windows|, |2|, |2|, |2|, |2|, |8|
|noisy|, |1|, |1|, |1|, |1|, |4|
|faces|, |1|, |1|, |0|, |0|, |2|
|her."|, |0|, |0|, |3|, |1|, |4|
|throat|, |2|, |1|, |2|, |1|, |6|
|will--as|, |0|, |0|, |1|, |0|, |1|
|world|, |7|, |3|, |4|, |1|, |15|
|(301)|, |0|, |0|, |1|, |0|, |1|
|fond|, |2|, |2|, |2|, |2|, |8|
|ranged|, |1|, |1|, |1|, |1|, |4|
|preoccupied|, |1|, |1|, |0|, |1|, |3|
|too?"|, |0|, |0|, |1|, |1|, |2|
|Decidedly,|, |0|, |0|, |0|, |1|, |1|
|does|, |5|, |3|, |3|, |2|, |13|
|landing|, |3|, |3|, |3|, |2|, |11|
|white-capped|, |1|, |1|, |1|, |1|, |4|
|chair|, |3|, |3|, |3|, |3|, |12|
|proprietor|, |1|, |0|, |1|, |0|, |2|
|unpaved|, |1|, |1|, |1|, |1|, |4|
|amoureux_.|, |0|, |0|, |1|, |0|, |1|
|picturesque.|, |0|, |0|, |0|, |3|, |3|
|coffee,|, |0|, |0|, |0|, |1|, |1|
|soft,|, |0|, |0|, |0|, |2|, |2|
|widow--her|, |0|, |0|, |1|, |0|, |1|
|there.|, |0|, |0|, |2|, |2|, |4|
|stout|, |1|, |1|, |1|, |0|, |3|
|affection|, |1|, |0|, |0|, |0|, |1|
|together."|, |0|, |0|, |1|, |0|, |1|
|done.|, |0|, |0|, |2|, |0|, |2|
|All|, |0|, |1|, |0|, |1|, |2|
|soon|, |4|, |4|, |3|, |3|, |14|
|breathless|, |1|, |1|, |0|, |0|, |2|
|graciously|, |1|, |1|, |1|, |1|, |4|
|affection."|, |0|, |0|, |1|, |0|, |1|
|frame|, |1|, |0|, |0|, |0|, |1|
|292|, |1|, |0|, |0|, |0|, |1|
|twenty-three|, |0|, |1|, |0|, |1|, |2|
|fine,|, |0|, |0|, |1|, |1|, |2|
|swindled|, |1|, |0|, |1|, |0|, |2|
|Spain|, |1|, |1|, |0|, |0|, |2|
|place?"|, |0|, |0|, |1|, |1|, |2|
|SHOULD|, |1|, |0|, |1|, |0|, |2|
|"That's|, |0|, |0|, |3|, |2|, |5|
|portentously,|, |0|, |0|, |1|, |0|, |1|
|craziness|, |1|, |1|, |0|, |0|, |2|
|Don't|, |0|, |0|, |2|, |2|, |4|
|"Only|, |0|, |0|, |1|, |1|, |2|
|dinner."|, |0|, |0|, |1|, |0|, |1|
|"Come|, |0|, |0|, |1|, |2|, |3|
|stared|, |4|, |4|, |2|, |1|, |11|
|Grimwinter|, |0|, |8|, |0|, |3|, |11|
|apart|, |1|, |1|, |1|, |1|, |4|
|away,|, |0|, |0|, |1|, |2|, |3|
|touching|, |3|, |2|, |3|, |1|, |9|
|smiling|, |3|, |4|, |1|, |2|, |10|
|glittered|, |1|, |0|, |1|, |0|, |2|
|ease|, |1|, |0|, |0|, |0|, |1|
|cooks|, |1|, |0|, |1|, |0|, |2|
|suspicion|, |1|, |0|, |0|, |0|, |1|
|harbor|, |0|, |1|, |0|, |0|, |1|
|suspected,|, |0|, |0|, |1|, |1|, |2|
|dis-Byronised.|, |0|, |0|, |1|, |0|, |1|
|person--the|, |0|, |0|, |1|, |0|, |1|
|more;|, |0|, |0|, |1|, |1|, |2|
|hour?"|, |0|, |0|, |2|, |2|, |4|
|Here,|, |0|, |0|, |0|, |1|, |1|
|turning|, |1|, |4|, |1|, |4|, |10|
|contemplation|, |1|, |1|, |0|, |0|, |2|
|instant;|, |0|, |0|, |0|, |1|, |1|
|swain|, |1|, |0|, |1|, |0|, |2|
|tongues|, |1|, |1|, |0|, |0|, |2|
|just|, |22|, |10|, |21|, |10|, |63|
|welcome|, |1|, |1|, |0|, |0|, |2|
|plucked|, |1|, |1|, |1|, |1|, |4|
|_epreuve_|, |1|, |0|, |0|, |0|, |1|
|array|, |1|, |0|, |0|, |0|, |1|
|strong|, |3|, |3|, |3|, |3|, |12|
|gaze.|, |0|, |0|, |1|, |2|, |3|
|shrug.|, |0|, |0|, |1|, |1|, |2|
|These|, |3|, |2|, |3|, |2|, |10|
|money?"|, |0|, |0|, |4|, |3|, |7|
|handsome|, |1|, |1|, |1|, |1|, |4|
|recognized|, |0|, |4|, |0|, |4|, |8|
|Home.|, |0|, |0|, |0|, |1|, |1|
|romantic|, |3|, |1|, |2|, |0|, |6|
|rave|, |1|, |0|, |1|, |0|, |2|
|pronouncing|, |1|, |1|, |1|, |1|, |4|
|o|, |0|, |1|, |0|, |1|, |2|
|afternoon|, |2|, |2|, |2|, |2|, |8|
|awkward|, |1|, |1|, |1|, |0|, |3|
|mockery.|, |0|, |0|, |1|, |0|, |1|
|off."|, |0|, |0|, |0|, |1|, |1|
|eloquence;|, |0|, |0|, |0|, |1|, |1|
|hostess.|, |0|, |0|, |0|, |1|, |1|
|knows?|, |0|, |0|, |1|, |1|, |2|
|balconies,|, |0|, |0|, |0|, |1|, |1|
|years.|, |0|, |0|, |0|, |1|, |1|
|stepped|, |2|, |2|, |2|, |2|, |8|
|alone|, |5|, |5|, |3|, |3|, |16|
|gentle|, |0|, |1|, |0|, |1|, |2|
|go,"|, |0|, |0|, |1|, |1|, |2|
|put|, |12|, |7|, |12|, |7|, |38|
|Spezia|, |1|, |1|, |0|, |0|, |2|
|tender-looking|, |0|, |1|, |0|, |1|, |2|
|distance,|, |0|, |0|, |0|, |1|, |1|
|edifying|, |1|, |0|, |1|, |0|, |2|
|prevents|, |0|, |1|, |0|, |1|, |2|
|morning--the|, |0|, |0|, |1|, |0|, |1|
|here--then|, |0|, |0|, |1|, |0|, |1|
|His|, |3|, |3|, |3|, |2|, |11|
|personal|, |1|, |1|, |1|, |1|, |4|
|smoothly|, |1|, |1|, |1|, |0|, |3|
|"she's|, |0|, |0|, |1|, |0|, |1|
|brick.|, |0|, |0|, |0|, |1|, |1|
|colour,"|, |0|, |0|, |1|, |0|, |1|
|lamp.|, |0|, |0|, |1|, |1|, |2|
|bright-coloured|, |2|, |0|, |2|, |0|, |4|
|morrow|, |2|, |0|, |1|, |0|, |3|
|"Going|, |0|, |0|, |1|, |1|, |2|
|said:|, |0|, |0|, |1|, |0|, |1|
|urbanity,|, |0|, |0|, |0|, |1|, |1|
|then?"|, |0|, |0|, |0|, |1|, |1|
|beginning|, |1|, |1|, |1|, |1|, |4|
|portfolio|, |3|, |4|, |3|, |2|, |12|
|pockets|, |1|, |1|, |1|, |1|, |4|
|hand,|, |0|, |0|, |0|, |1|, |1|
|Mademoiselle|, |2|, |0|, |0|, |0|, |2|
|way.|, |0|, |0|, |2|, |1|, |3|
|histories|, |1|, |1|, |1|, |1|, |4|
|fever|, |2|, |1|, |2|, |1|, |6|
|Marquise|, |1|, |0|, |0|, |0|, |1|
|(310)|, |0|, |0|, |1|, |0|, |1|
|shy|, |2|, |2|, |1|, |0|, |5|
|sight.|, |0|, |0|, |1|, |1|, |2|
|intense|, |1|, |0|, |1|, |0|, |2|
|established.|, |0|, |0|, |1|, |1|, |2|
|added--"the|, |0|, |0|, |1|, |0|, |1|
|movement|, |2|, |2|, |1|, |1|, |6|
|amended|, |1|, |0|, |1|, |0|, |2|
|obliterate|, |1|, |1|, |1|, |1|, |4|
|interesting--a|, |0|, |0|, |1|, |0|, |1|
|persisted|, |1|, |0|, |0|, |0|, |1|
|scatter;|, |0|, |0|, |1|, |1|, |2|
|admired|, |1|, |0|, |0|, |0|, |1|
|eagerness,|, |0|, |0|, |1|, |1|, |2|
